"Player","Season","Team","Position","GP","TOI_All","EVO_GAR","EVD_GAR","PPO_GAR","SHD_GAR","Take_GAR","Draw_GAR","Off_GAR","Def_GAR","Pens_GAR","GAR","WAR","SPAR"
"Charlie McAvoy","24-25","BOS","D",50,1184.8,2.6,0.5,-3.6,1.6,-1.3,0.7,-1,2.1,-0.6,0.5,0.1,0.2
"Chris Kreider","24-25","NYR","L",67,1124.7,1,-0.8,0.5,0.1,0.3,-1.4,1.5,-0.7,-1.1,-0.3,0,-0.1
"Chris Tanev","24-25","TOR","D",74,1465.1,1.4,10.1,0,1.9,1.3,0.2,1.4,12.1,1.4,14.9,2.4,4.6
"Chris Wagner","24-25","COL","R",28,198.7,-2.5,-1.9,0,0.6,0.4,0,-2.5,-1.3,0.4,-3.4,-0.6,-1.1
"Christian Dvorak","24-25","MTL","C",81,1233.2,1.2,1.1,0.8,0.3,0.8,-0.3,2,1.4,0.5,3.9,0.6,1.2
"Christian Fischer","24-25","DET","R",45,501.6,-1.2,-3.1,0,-1.9,0.4,0.5,-1.1,-5,0.9,-5.3,-0.9,-1.6
"Claude Giroux","24-25","OTT","R",80,1461.5,1.9,0.5,2.4,0.6,1,-0.3,4.3,1,0.7,6,1,1.9
"Clayton Keller","24-25","UTA","R",81,1548.6,6.3,0,4.4,0,0.7,3.1,10.7,0,3.8,14.5,2.4,4.5
"Cody Ceci","24-25","DAL","D",30,607.4,4.7,-0.4,0,-1.4,0.5,0.4,4.7,-1.8,0.8,3.7,0.6,1.1
"Cody Ceci","24-25","S.J","D",54,1175.7,1.7,-8.5,-0.1,-2.5,0.8,-0.2,1.6,-11,0.6,-8.8,-1.4,-2.7
"Cody Glass","24-25","N.J","C",13,186.8,2.2,1.3,0,-0.3,0.2,-0.3,2.2,1,-0.2,3.1,0.5,1
"Cody Glass","24-25","PIT","C",51,684,1.5,4.4,0.2,0.2,0.5,-0.2,1.7,4.6,0.3,6.7,1.1,2.1
"Cole Caufield","24-25","MTL","R",81,1466.8,11.3,-6.8,2.5,0,1.8,1.1,13.7,-6.8,2.9,9.9,1.6,3.1
"Cole Koepke","24-25","BOS","L",73,820.9,2.7,2.8,0,-1.1,0.7,-0.1,2.6,1.7,0.6,4.9,0.8,1.5
"Cole Perfetti","24-25","WPG","C",81,1226.2,1.5,1.6,2.5,0,0.8,-0.5,4,1.6,0.3,5.9,1,1.8
"Cole Reinhardt","24-25","OTT","L",17,139.4,0.2,-0.9,0,0,-0.5,-0.3,0.2,-0.9,-0.7,-1.4,-0.2,-0.4
"Cole Schwindt","24-25","VGK","R",41,378.6,1.1,0.2,0,0.3,0.8,0.8,1.1,0.5,1.6,3.2,0.5,1
"Cole Sillinger","24-25","CBJ","C",65,1101.2,0.7,-3,0.6,-1.9,0.1,-0.6,1.3,-4.9,-0.5,-4,-0.7,-1.2
"Cole Smith","24-25","NSH","L/R",70,950,0.2,1.2,0,-0.4,0,0.1,0.2,0.8,0.1,1.1,0.2,0.3
"Colin Blackwell","24-25","DAL","C",63,728.5,2.3,1.6,0,0,0,0.9,2.3,1.5,0.9,4.6,0.8,1.4
"Colin Miller","24-25","WPG","D",60,871.1,-2.3,6,-0.4,0.1,0,0.9,-2.7,6.1,0.9,4.3,0.7,1.3
"Collin Graf","24-25","S.J","R",33,523.4,1.5,-0.5,0.8,0.2,0.4,-0.6,2.2,-0.3,-0.3,1.7,0.3,0.5
"Colton Dach","24-25","CHI","C",25,303.2,2.3,-1.4,-0.3,0,-0.3,0.4,2,-1.4,0.1,0.7,0.1,0.2
"Colton Parayko","24-25","STL","D",64,1520.2,6.9,3.5,-1.5,-1.3,2.3,-0.5,5.4,2.2,1.8,9.4,1.5,2.9
"Colton Sissons","24-25","NSH","C",72,1033.8,0.5,3.7,-0.4,-2.9,-0.1,-0.7,0.1,0.7,-0.8,0,0,0
"Connor Bedard","24-25","CHI","C",82,1663.4,4,-5.6,4,0,-0.9,0.1,8,-5.5,-0.8,1.7,0.3,0.5
"Connor Brown","24-25","EDM","R",81,1132.3,2.7,2.1,0.5,0.7,1.4,-1.5,3.2,2.8,-0.1,5.9,1,1.8
"Connor Clifton","24-25","BUF","D",72,1151.2,1.3,-0.7,0,2.3,-1.1,0.4,1.3,1.6,-0.7,2.1,0.4,0.7
"Connor Dewar","24-25","PIT","C",16,230.5,0.8,0.8,0,-0.5,0.3,-0.1,0.8,0.2,0.2,1.2,0.2,0.4
"Connor Dewar","24-25","TOR","C",31,309.1,-2.7,-2.1,0,0.1,0.6,0.1,-2.7,-2,0.8,-4,-0.7,-1.2
"Connor McDavid","24-25","EDM","C",66,1458.6,17.7,0.7,3.5,0.1,0.9,1.5,21.2,0.7,2.5,24.4,4,7.6
"Connor McMichael","24-25","WSH","C",81,1363.5,10.9,-4.3,-0.6,-1,0.6,-1.4,10.3,-5.3,-0.8,4.2,0.7,1.3
"Connor Murphy","24-25","CHI","D",68,1401.8,-0.3,4.2,0,-0.9,-0.2,0.7,-0.3,3.3,0.4,3.5,0.6,1.1
"Connor Zary","24-25","CGY","C",54,868,-1.9,0.3,-1.2,0,0.5,0.2,-3.1,0.3,0.7,-2.1,-0.3,-0.6
"Conor Garland","24-25","VAN","R",80,1496.2,-4.9,6.6,4.2,0.3,1.4,1.3,-0.7,6.8,2.7,8.8,1.4,2.7
"Conor Geekie","24-25","T.B","C",51,622.5,0.2,0,-0.6,0,0.2,0.8,-0.4,0,1.1,0.6,0.1,0.2
"Conor Sheary","24-25","T.B","L",5,56.7,-0.5,0.2,0,0,-0.1,0.1,-0.5,0.2,0,-0.3,0,-0.1
"Conor Timmins","24-25","PIT","D",16,297.4,2.8,-0.3,0,1,0.1,0.1,2.8,0.7,0.1,3.7,0.6,1.1
"Conor Timmins","24-25","TOR","D",51,832.4,-2.3,1.8,-0.4,-0.5,-0.3,-0.1,-2.7,1.3,-0.4,-1.9,-0.3,-0.6
"Corey Perry","24-25","EDM","R",80,949.3,5,-0.9,2,0,0.3,0.9,7.1,-0.9,1.2,7.3,1.2,2.3
"Corey Schueneman","24-25","STL","D",4,56.2,-0.8,0.6,0,0,0.1,-0.1,-0.8,0.6,0.1,-0.1,0,0
"Craig Smith","24-25","CHI","C",40,466.2,4.1,-4.2,1.4,0,-0.3,-0.1,5.5,-4.2,-0.4,0.9,0.2,0.3
"Craig Smith","24-25","DET","C",17,179.8,1.1,-1.1,0,0,-0.2,-0.3,1.1,-1.1,-0.5,-0.5,-0.1,-0.2
"Curtis Lazar","24-25","N.J","C",47,497.4,-2.4,-0.8,0,-1.6,-0.2,0.3,-2.4,-2.4,0.1,-4.8,-0.8,-1.5
"Cutter Gauthier","24-25","ANA","L",81,1144,12.6,-1.8,-0.8,0.1,0.7,0.3,11.8,-1.7,1,11.1,1.8,3.4
"Dakota Joshua","24-25","VAN","C",56,724.9,-2.5,-0.9,0.1,0.2,0.8,-0.8,-2.3,-0.7,0,-3,-0.5,-0.9
"Damon Severson","24-25","CBJ","D",70,1333.8,5.4,-1.2,-0.7,1.7,-1.1,0.3,4.7,0.6,-0.7,4.5,0.7,1.4
"Daniel Sprong","24-25","N.J","R",10,119.4,1.1,0.8,-0.2,0,0.2,-0.2,0.9,0.8,0,1.8,0.3,0.6
"Daniel Sprong","24-25","SEA","R",10,123.7,0.3,0,-0.8,0,0.3,0.1,-0.4,0,0.4,-0.1,0,0
"Daniel Sprong","24-25","VAN","R",9,104.9,-0.2,0.4,-0.2,0,0,-0.2,-0.4,0.4,-0.2,-0.1,0,0
"Daniil Miromanov","24-25","CGY","D",43,757.9,-0.6,0,0.3,0.2,0.4,-0.4,-0.3,0.2,0.1,0,0,0
"Danil Gushchin","24-25","S.J","L",11,133.6,-0.7,0.5,0.3,0,-0.3,0.1,-0.4,0.5,-0.2,0,0,0
"Dante Fabbro","24-25","CBJ","D",61,1322,3.7,5.9,0,-0.3,-0.7,0.6,3.7,5.6,-0.1,9.1,1.5,2.8
"Dante Fabbro","24-25","NSH","D",6,78.6,-0.4,-0.6,0,0,0.2,-0.1,-0.4,-0.6,0.1,-0.9,-0.1,-0.3
"Danton Heinen","24-25","PIT","L",27,334.6,1.8,-1.7,-0.4,0,0.7,-0.4,1.3,-1.7,0.2,-0.1,0,0
"Danton Heinen","24-25","VAN","L",51,711.1,2.6,-0.2,-0.5,-0.8,0.2,-0.4,2.1,-1,-0.2,0.9,0.1,0.3
"Darnell Nurse","24-25","EDM","D",76,1700.2,8.4,-2.7,-0.3,-2.9,-0.4,0,8.2,-5.5,-0.5,2.2,0.4,0.7
"Darren Raddysh","24-25","T.B","D",72,1242.8,6.5,1.9,1.6,-0.1,1.4,-0.3,8.2,1.8,1.2,11.2,1.8,3.5
"David Gustafsson","24-25","WPG","C",35,313,3.7,3,0,0.1,0.4,-0.4,3.7,3.1,0,6.8,1.1,2.1
"David Jiricek","24-25","CBJ","D",6,67.2,-0.4,0.7,0,0,0,0.1,-0.4,0.7,0.1,0.3,0.1,0.1
"David Jiricek","24-25","MIN","D",6,78.2,0.5,-0.4,-0.1,0,0,-0.1,0.4,-0.4,-0.1,0,0,0
"David Kampf","24-25","TOR","C",59,731.2,-0.4,2.3,0,0.9,0.3,-0.1,-0.4,3.2,0.2,3,0.5,0.9
"David Pastrnak","24-25","BOS","R",82,1655.3,19.1,0.7,0.9,0,-0.6,3.5,20,0.7,2.9,23.6,3.9,7.3
"David Perron","24-25","OTT","L",42,588.9,2,-0.8,1.2,0,0.1,-0.3,3.1,-0.8,-0.2,2.1,0.3,0.7
"David Savard","24-25","MTL","D",74,1233.1,-2.9,-4.7,0,-1.3,0.6,0.1,-2.9,-6,0.7,-8.2,-1.3,-2.6
"Dawson Mercer","24-25","N.J","C",81,1444.7,1.7,1.4,3.6,0,1.5,-1.6,5.3,1.3,0,6.6,1.1,2.1
"Declan Chisholm","24-25","MIN","D",66,1121.5,-2.4,6.4,1,0.4,1.2,-0.9,-1.4,6.8,0.3,5.7,0.9,1.8
"Dennis Cholowski","24-25","N.J","D",5,73.5,-1.8,0.2,0,0,0.1,-0.1,-1.8,0.2,0.1,-1.5,-0.2,-0.5
"Dennis Cholowski","24-25","NYI","D",33,422.2,2.1,1.1,-0.2,0,-0.1,-0.4,1.9,1.1,-0.5,2.5,0.4,0.8
"Dennis Gilbert","24-25","BUF","D",25,251.8,1.1,-0.2,0,0,-0.4,-0.2,1.1,-0.2,-0.6,0.2,0,0.1
"Denton Mateychuk","24-25","CBJ","D",44,793.5,2.4,1.2,0.1,0.3,0,0.4,2.6,1.5,0.3,4.4,0.7,1.4
"Derek Forbort","24-25","VAN","D",54,923.6,-5.1,4.5,0,2.3,0.3,-0.1,-5.1,6.8,0.2,1.9,0.3,0.6
"Derek Ryan","24-25","EDM","C",36,336.8,-0.4,0.7,0,0.1,-0.4,-0.3,-0.4,0.8,-0.7,-0.3,-0.1,-0.1
"Devin Shore","24-25","MIN","C",55,475.9,-2.1,-1.7,0,-0.1,0.5,-0.2,-2.1,-1.8,0.3,-3.6,-0.6,-1.1
"Devon Toews","24-25","COL","D",76,1868.8,2.9,-1,0.7,0.6,1.5,0.2,3.6,-0.4,1.7,4.8,0.8,1.5
"Dmitri Voronkov","24-25","CBJ","L",72,1212.9,10.1,-3.8,0.9,0,0.2,-1.5,11,-3.8,-1.3,5.9,1,1.8
"Dmitry Kulikov","24-25","FLA","D",70,1348.8,0.2,0.8,0.2,-1.7,0.4,0.3,0.4,-0.9,0.7,0.2,0,0.1
"Dmitry Orlov","24-25","CAR","D",74,1479.1,1.6,0.5,0,-3.2,1.1,0.8,1.7,-2.8,1.9,0.8,0.1,0.2
"Dominik Shine","24-25","DET","R",9,77.8,0.6,0.1,0,0,0.2,0.2,0.6,0.1,0.4,1,0.2,0.3
"Dougie Hamilton","24-25","N.J","D",63,1247.1,12,-5.4,3.1,0.7,0.4,-0.5,15.1,-4.7,0,10.3,1.7,3.2
"Drake Batherson","24-25","OTT","R",81,1467.8,1.1,-1.2,3.8,0,1.3,1,4.9,-1.2,2.3,6,1,1.9
"Drake Caggiula","24-25","EDM","L",7,51.1,0.3,-0.7,0,0,0.1,0.1,0.3,-0.7,0.2,-0.2,0,-0.1
"Drew Doughty","24-25","L.A","D",29,701.6,1.8,0.1,-0.7,-0.1,-0.5,-0.7,1.1,0,-1.2,0,0,0
"Drew Helleson","24-25","ANA","D",55,896.6,2.8,-0.4,0,0,-1.3,-0.4,2.8,-0.5,-1.7,0.6,0.1,0.2
"Drew O'Connor","24-25","PIT","L",53,774.9,-1.7,-2.8,0.4,-0.3,0.5,0.5,-1.2,-3.1,0.9,-3.4,-0.6,-1.1
"Drew O'Connor","24-25","VAN","L",30,424,-0.3,-0.6,0,-0.3,-0.6,0.3,-0.4,-1,-0.3,-1.6,-0.3,-0.5
"Dylan Coghlan","24-25","WPG","D",6,92.1,-0.4,-0.1,0,0,-0.2,-0.1,-0.4,-0.1,-0.3,-0.8,-0.1,-0.2
"Dylan Cozens","24-25","BUF","C",61,1050.3,4.5,-2.8,-1.1,0,-0.4,-1.3,3.3,-2.9,-1.6,-1.2,-0.2,-0.4
"Dylan Cozens","24-25","OTT","C",20,330.8,1.9,-2,0.3,0.1,0.1,0.1,2.3,-1.9,0.2,0.6,0.1,0.2
"Dylan Demelo","24-25","WPG","D",81,1745.8,5.2,6.1,0.1,-1.4,0.1,0.4,5.3,4.8,0.5,10.5,1.7,3.3
"Dylan Guenther","24-25","UTA","R",70,1189.8,5.4,-3,4,0.3,0.7,-0.2,9.4,-2.7,0.5,7.2,1.2,2.2
"Dylan Holloway","24-25","STL","L",77,1295.2,11.2,4.3,3.1,0.2,1.9,-0.2,14.4,4.5,1.7,20.6,3.4,6.4
"Dylan Larkin","24-25","DET","C",80,1609.3,5.8,0.6,4.5,0.4,0.6,1.7,10.3,1.1,2.3,13.7,2.2,4.2
"Dylan McIlrath","24-25","WSH","D",16,178.2,-0.8,-0.6,0,0,-0.2,0,-0.8,-0.6,-0.1,-1.5,-0.3,-0.5
"Dylan Samberg","24-25","WPG","D",59,1250.1,10.9,3.7,0.1,2.4,1.2,-0.5,11,6.1,0.7,17.8,2.9,5.5
"Dylan Strome","24-25","WSH","C",81,1412.3,4.1,-7.7,4.7,0,0.8,-0.1,8.9,-7.8,0.7,1.8,0.3,0.6
"Eeli Tolvanen","24-25","SEA","R",81,1159.9,1.7,1.5,0.2,1.5,0.9,0,1.9,3,0.9,5.7,0.9,1.8
"Eetu Luostarinen","24-25","FLA","C",80,1223.1,-2.2,1.8,-0.3,0.7,0,0,-2.5,2.5,-0.1,0,0,0
"Egor Zamula","24-25","PHI","D",62,1023.9,0.3,3.7,-0.3,1,1.5,-0.6,0,4.8,0.9,5.6,0.9,1.7
"Elias Lindholm","24-25","BOS","C",82,1481.6,8.5,1.7,1,-0.8,2.3,-1.5,9.5,0.9,0.8,11.3,1.9,3.5
"Elias Pettersson","24-25","VAN","C",64,1194.3,1.8,3.9,3.1,-0.6,1.4,2.1,4.9,3.3,3.5,11.7,1.9,3.6
"Elias Pettersson (D)","24-25","VAN","D",27,344.1,-5,-0.6,0,0.1,0.2,0.8,-5,-0.5,0.9,-4.7,-0.8,-1.4
"Elmer Soderblom","24-25","DET","L",26,347.6,3.9,-2.6,0.3,0,0.2,-0.1,4.2,-2.6,0.1,1.7,0.3,0.5
"Emil Andrae","24-25","PHI","D",41,712.9,0.8,3,-0.2,-0.1,0.3,-0.5,0.7,2.8,-0.2,3.3,0.5,1
"Emil Bemstrom","24-25","PIT","C",14,116.6,-1.6,1.1,0,0,0.2,0,-1.6,1.1,0.2,-0.3,-0.1,-0.1
"Emil Heineman","24-25","MTL","L",61,694.3,1.6,4,-0.2,0,-0.2,-0.9,1.4,4,-1.1,4.3,0.7,1.3
"Emil Martinsen Lilleberg","24-25","T.B","D",75,1143.1,-1.9,4.4,0,-0.4,-2.1,0,-1.9,4,-2.1,-0.1,0,0
"Eric Robinson","24-25","CAR","L",80,969.7,10.2,-0.9,0,0.6,1.1,-0.2,10.2,-0.3,0.9,10.8,1.8,3.4
"Erik Brannstrom","24-25","VAN","D",28,418.2,0,0.3,0.2,0.1,-0.1,0.5,0.2,0.4,0.4,1.1,0.2,0.3
"Erik Cernak","24-25","T.B","D",75,1373.9,-0.3,0,0,0.9,-0.6,0.9,-0.2,0.9,0.3,1,0.2,0.3
"Erik Gudbranson","24-25","CBJ","D",15,265.4,3.9,-1.5,0,0,0,-0.1,3.9,-1.5,0,2.4,0.4,0.7
"Erik Gustafsson (D)","24-25","DET","D",60,978.5,-1.9,4.6,2.8,0,0.1,-0.2,0.9,4.6,-0.1,5.4,0.9,1.7
"Erik Haula","24-25","N.J","L",68,993.5,3,-1.2,0.3,2.8,-0.5,-1.1,3.3,1.6,-1.6,3.3,0.5,1
"Erik Johnson","24-25","COL","D",14,232.5,-0.2,1,0,1.2,0.1,-0.2,-0.2,2.3,-0.1,1.9,0.3,0.6
"Erik Johnson","24-25","PHI","D",22,292.7,-1.1,-1.6,0,1.2,0,-0.1,-1.1,-0.4,-0.1,-1.6,-0.3,-0.5
"Erik Karlsson","24-25","PIT","D",81,1880.2,10,-5.6,2.5,0.3,1.7,-0.1,12.5,-5.3,1.6,8.9,1.5,2.8
"Esa Lindell","24-25","DAL","D",79,1755.6,4.3,7.2,-0.1,2.2,2.3,0,4.2,9.4,2.2,15.8,2.6,4.9
"Ethan Cardwell","24-25","S.J","R",6,69.2,0,-0.2,0,0.1,0,0.2,0,-0.1,0.2,0.1,0,0
"Ethan Del Mastro","24-25","CHI","D",24,439.4,0.1,3.9,0,0.1,0.3,-0.1,0.1,4,0.2,4.3,0.7,1.3
"Ethen Frank","24-25","WSH","C",23,248.6,1.9,0.6,0.9,0,0,0.5,2.7,0.6,0.4,3.8,0.6,1.2
"Evan Bouchard","24-25","EDM","D",81,1900.8,7.2,-0.6,3.3,0,1.1,1.3,10.4,-0.7,2.4,12.2,2,3.8
"Evan Rodrigues","24-25","FLA","C",82,1247.9,2.3,-0.3,-0.6,0,-0.2,0.2,1.7,-0.3,0.1,1.5,0.2,0.5
"Evgeni Malkin","24-25","PIT","C",67,1193.4,3,-4.3,3.1,0,-0.9,2.3,6.1,-4.3,1.4,3.2,0.5,1
"Evgeny Dadonov","24-25","DAL","R",79,1069.8,6.3,-0.8,-0.7,0,1.4,-0.7,5.7,-0.8,0.6,5.5,0.9,1.7
"Fabian Lysell","24-25","BOS","R",12,161.3,-0.1,0.2,0.1,0,-0.2,0.1,0,0.2,-0.1,0.1,0,0
"Fabian Zetterlund","24-25","OTT","L",19,270,-0.5,-1,1.1,0,0.2,-0.5,0.6,-1,-0.3,-0.7,-0.1,-0.2
"Fabian Zetterlund","24-25","S.J","L",64,1086.8,7,0.2,-0.4,-0.1,1.3,1.4,6.6,0.1,2.7,9.4,1.5,2.9
"Fedor Svechkov","24-25","NSH","C",51,653.9,-1.2,-0.4,3.8,0.8,0.1,0,2.6,0.4,0.1,3.1,0.5,1
"Filip Chytil","24-25","NYR","C",41,587.8,2.8,-1.9,0.6,0,0.3,0.4,3.4,-1.9,0.7,2.2,0.4,0.7
"Filip Chytil","24-25","VAN","C",15,250.4,-1.8,-0.8,0.7,0,0.2,0.5,-1.2,-0.8,0.6,-1.3,-0.2,-0.4
"Filip Forsberg","24-25","NSH","L",81,1513.8,10.6,-5.3,2.6,0,-0.9,1.9,13.1,-5.3,0.9,8.7,1.4,2.7
"Filip Hronek","24-25","VAN","D",60,1434,7.4,0.1,-1.5,0.6,0.1,-0.4,5.9,0.7,-0.2,6.3,1,2
"Frank Nazar","24-25","CHI","C",53,841.2,3.2,-4.3,-0.5,-0.6,0.5,1.7,2.7,-4.9,2.2,0,0,0
"Frank Vatrano","24-25","ANA","R",80,1406.1,3.9,-3.6,-3.1,-0.7,-0.9,0,0.7,-4.3,-0.8,-4.4,-0.7,-1.4
"Fraser Minten","24-25","BOS","C",6,90,-0.1,0.4,0,-0.1,0,-0.2,-0.1,0.3,-0.2,0,0,0
"Fraser Minten","24-25","TOR","C",15,183.4,-0.8,-1,-0.4,0,0.4,-0.3,-1.2,-1,0,-2.2,-0.4,-0.7
"Frederick Gaudreau","24-25","MIN","C",82,1284.2,1.6,1.6,0.3,-1.7,2,-1.6,1.9,-0.1,0.4,2.1,0.4,0.7
"Gabe Perreault","24-25","NYR","R",4,56.5,-1.3,-0.8,-0.1,0,0.1,-0.1,-1.4,-0.8,0,-2.2,-0.4,-0.7
"Gabriel Vilardi","24-25","WPG","C",71,1287.7,7.6,1.7,5.2,0,1.3,1.2,12.8,1.7,2.6,17,2.8,5.3
"Gage Goncalves","24-25","T.B","C",59,746.2,3.7,0.8,0.4,0,0.5,-0.1,4.1,0.8,0.4,5.3,0.9,1.6
"Garnet Hathaway","24-25","PHI","R",66,784.5,3,2.7,-0.1,1.2,-0.3,2.2,2.9,3.9,1.9,8.7,1.4,2.7
"Georgii Merkulov","24-25","BOS","C",6,82.4,0.3,1.1,0,0,0,0,0.3,1,0,1.3,0.2,0.4
"Grant Hutton","24-25","NYI","D",13,175,-1.4,-0.7,0,0,0,-0.2,-1.4,-0.7,-0.2,-2.3,-0.4,-0.7
"Gustav Forsling","24-25","FLA","D",80,1835.9,8.2,-1.1,-0.8,0.1,2.4,0,7.4,-1,2.4,8.7,1.4,2.7
"Gustav Nyquist","24-25","MIN","R",22,325,-2.9,1.2,0.4,-0.7,0.3,-0.2,-2.5,0.5,0.1,-2,-0.3,-0.6
"Gustav Nyquist","24-25","NSH","C/R",57,1006.5,-2.1,-1.2,-2.1,1.7,0.9,0.7,-4.3,0.6,1.6,-2.1,-0.3,-0.6
"Hampus Lindholm","24-25","BOS","D",17,354.6,1.2,1.7,-0.1,0.8,0.3,0.2,1.2,2.5,0.6,4.3,0.7,1.3
"Haydn Fleury","24-25","WPG","D",39,621.2,-5.6,-1,0,-1,0.7,-0.6,-5.6,-2,0.1,-7.4,-1.2,-2.3
"Helge Grans","24-25","PHI","D",6,86.8,-0.3,0.4,0,0,-0.2,-0.1,-0.3,0.4,-0.3,-0.2,0,-0.1
"Hendrix Lapierre","24-25","WSH","C",27,264.5,-1.4,-2.9,-0.7,0,0.4,0.2,-2.1,-2.9,0.6,-4.4,-0.7,-1.4
"Henri Jokiharju","24-25","BOS","D",18,384.7,4.4,0.9,0,-0.9,0.6,-0.2,4.4,0,0.4,4.8,0.8,1.5
"Henri Jokiharju","24-25","BUF","D",42,685.2,-0.1,-1.1,0,-0.9,0.2,-0.5,-0.2,-2,-0.2,-2.5,-0.4,-0.8
"Henry Thrun","24-25","S.J","D",59,1026.7,-1.8,-3.6,-0.4,-0.6,0.2,-0.4,-2.1,-4.2,-0.2,-6.5,-1.1,-2
"Hudson Fasching","24-25","NYI","R",42,461.6,-4.3,2.2,0,0,0.4,-0.2,-4.3,2.2,0.2,-1.9,-0.3,-0.6
