player_name,Final_Predicted_GAR_25_26
John Tavares,13.09013938456758
Mitch Marner,17.604492583202756
Jamie Benn,7.063965386907398
Mikko Rantanen,7.336700167808116
Brent Burns,6.597334926071225
Dmitry Orlov,3.175624346908371
Aaron Ekblad,1.4082102967642753
Ivan Provorov,1.3969692949931
Brock Boeser,4.389974505940923
Claude Giroux,7.295075603324523
Jeff Petry,2.302065379621393
Brad Marchand,7.02361588780564
Nikolaj Ehlers,10.584462835467525
Brock Nelson,11.362336422430126
Taylor Hall,1.2603273362878311
Neal Pionk,2.075869300083163
Vladislav Gavrikov,6.327819895351901
Andrew Mangiapane,4.072242463896654
Andrei Kuzmenko,12.939525035747378
Yanni Gourde,5.395326353468798
Kyle Palmieri,4.595486253846017
Mikael Granlund,-1.7584146147610515
Reilly Smith,7.750085623336156
Jason Zucker,5.977609430227761
Jakob Chychrun,7.51976839009739
Ryan Lindgren,0.9064199861317945
Christian Dvorak,-0.13157203241762794
Sam Bennett,4.970627988829248
Andreas Athanasiou,-0.13197388998107717
Noah Dobson,9.248127437545932
Alex Iafallo,10.188734622630388
Robby Fabbri,-7.085374426417294
Patrick Kane,1.334995454360394
Alec Martinez,3.6088744466081213
Evan Bouchard,15.5254241433163
K'Andre Miller,4.881709644304072
Bowen Byram,2.3255678095628367
Brandon Tanev,0.03970502489696459
David Savard,-5.786446242841462
Anthony Mantha,7.633799847082834
Joel Armia,-0.06673305803279295
Radek Faksa,1.5623325751767603
Cody Ceci,-2.0118832621321805
Gustav Nyquist,-0.5799224208457412
Brian Dumoulin,2.526241789353961
Brian Dumoulin,2.526241789353961
Henri Jokiharju,2.6148522053953336
Ian Cole,0.8983500156306023
Jordan Greenway,1.968247524565018
Olli Maatta,6.204181781377326
Matt Duchene,12.048533231287403
Jeff Skinner,3.3573238955471254
Jack Roslovic,2.3335839498746553
Luke Kunin,-5.489340437634038
Jan Rutta,-1.4003648818814018
William Borgen,1.4809836765625277
Tanner Jeannot,-0.6201677301618167
Noah Cates,6.569970307088008
Dante Fabbro,4.794955319313498
Sean Kuraly,0.5216839389803494
Cody Glass,3.959540250929627
Jonathan Drouin,8.147076069610765
Lars Eller,1.4491189173202672
Kaapo Kakko,1.817089534480901
Trent Frederic,2.7128121233715943
Nicolas Hague,0.8309357074517394
Philipp Kurashev,-0.7841245172541873
Mason Appleton,-0.681826832615684
Nick Bjugstad,1.9406142136611397
Klim Kostin,-0.20647788029610448
Marcus Johansson,3.9176186717475723
Nico Sturm,0.5360505959981825
Morgan Geekie,11.41196520308011
Ryan Donato,3.876157784555069
Vladislav Namestnikov,7.080101262210478
Tomas Tatar,4.428672811337703
Marco Rossi,7.347730941726482
Jack Quinn,3.098075142023843
John Klingberg,-2.985786945583605
Jake Evans,2.1358569137498855
Pius Suter,9.415524627712502
Isac Lundestrom,-1.1850368844926669
Derek Forbort,3.2925967522297355
Nicolas Aube-Kubel,2.665307739324239
Max Pacioretty,-0.6921332691025723
Fabian Zetterlund,6.07834245457542
Dylan Samberg,9.734984393745078
Jordan Harris,1.5157462442329557
Morgan Barron,-0.24335179831870235
Nathan Bastian,0.9649448925600403
Nic Dowd,6.505330850600737
Kevin Rooney,3.6275064669253467
Patrick Maroon,-2.420595274720682
Nils Lundkvist,-0.03789588591199822
Mike Reilly,1.111101348155144
Anthony Beauvillier,4.795551051865189
Tyson Barrie,-1.9818645641079535
Wyatt Kaiser,2.1962555928135594
Jon Merrill,2.4026791852137097
Sam Steel,1.6152248066864736
Connor Dewar,-0.09467826563702975
Corey Perry,7.151224743061597
Nick Perbix,7.520479798571097
Tyler Kleven,0.705257698704802
Christian Fischer,-1.90233503840274
Conor Timmins,3.53331043707367
Mathieu Olivier,0.4964355622635046
Justin Danforth,0.45071853559947384
Travis Hamonic,-6.471364724103331
Urho Vaakanainen,2.456576071932477
Victor Olofsson,4.729380276583328
Kevin Bahl,2.1325495802482584
Brett Leason,-0.8196550412676147
Wyatt Johnston,12.08495473514164
Rasmus Kupari,-1.2423867208275046
Oliver Wahlstrom,-1.8266638394469323
Curtis Lazar,-0.17878914371737764
Connor Brown,0.24328608794063467
Andreas Englund,-1.6129288274891396
Kasperi Kapanen,-1.7519784384683552
Erik Johnson,-1.2926497767250082
Craig Smith,0.3995812684948832
Taylor Raddysh,0.849285258900101
Brendan Smith,0.8750912051360855
Daniel Sprong,4.958434993299209
Eric Robinson,3.8793311922444067
Pierre-Olivier Joseph,-3.694051615525669
Drew O'Connor,-1.4216023360075485
Tyson Foerster,5.399474637264916
Luke Evangelista,4.318334364497611
Derek Ryan,0.9883980258383405
Matt Nieto,1.585540833552333
Jacob Bryson,-1.1661085002936153
Erik Brannstrom,1.1284371316859825
James Van Riemsdyk,5.099773029892523
Nicholas Robertson,2.868784712058918
Simon Holmstrom,3.1053105665756267
Noah Gregor,-6.560166997205146
Philip Tomasino,1.9466772125507164
Arthur Kaliyev,1.9807310648613445
Walker Duehr,-0.3343280068548764
Jonatan Berggren,1.792648086206595
Dennis Gilbert,-0.09438922330735755
Michael Pezzetta,1.6325763927317127
Jacob Bernard-Docker,2.5008795915484687
Jakob Pelletier,1.9702642427771533
Tyler Tucker,0.2206724834648548
Pontus Holmberg,4.5687031308592445
Michael Eyssimont,4.577634498210353
Jimmy Vesey,0.969508489170809
Patrick Brown,-0.913842253001822
Luke Glendening,-3.302004559004709
Parker Wotherspoon,1.715460740263998
Jesse Puljujarvi,-0.2122458631408919
Calvin De Haan,1.806032253380017
Trevor Lewis,-2.9621534034619423
Tyler Motte,1.5335318380410983
Nate Schmidt,4.071468515940957
Nick Cousins,0.29303073927474665
Jakub Lauko,-0.5028064472813831
Olle Lycksell,-0.9151959392489535
Joel Hanley,4.309619809259623
Noah Juulsen,-1.418721863547988
Mark Friedman,0.5635885527376443
Emil Bemstrom,1.9797866474502621
Ian Mitchell,-0.8214353111592931
Juuso Parssinen,-1.7193592005016525
Michael Carcone,1.5847361747040862
Phillip Di Giuseppe,-1.6395329510240577
Hudson Fasching,1.1138648633738195
Tyson Jost,-0.02988421324009405
Tomas Nosek,-1.4005396672470227
Devin Shore,-0.9928216245715005
Joel Kiviranta,1.9764358984428494
Jesper Boqvist,3.6701524383935453
Cole Koepke,2.572729539822138
Ben Meyers,-0.8555850217613421
Colin Blackwell,1.9780186879389803
Haydn Fleury,-2.4584592294837058
Jack Johnson,-2.787929911570371
Jaycob Megna,0.20447879598013952
Caleb Jones,0.35687072035339606
Adam Boqvist,-0.03983915129730331
Ryan Suter,1.3104641253168121
Chad Ruhwedel,0.688500064846292
Robert Bortuzzo,-0.8052102335778604
Tanner Pearson,-4.827518134142322
Kevin Labanc,0.5335681074323875
Kailer Yamamoto,1.5353062836694427
Travis Dermott,-3.713765307371617
Steven Lorentz,4.079965700752498
Austin Watson,-0.33976416514286845
Jakub Vrana,-2.654248468919518
Matt Martin,-1.0178370065819689
Johnathan Kovacevic,8.45481360750676
Jonas Rondbjerg,-1.1705812705333916
Morgan Frost,4.4339452929575724
